,Compound Score,Negative Score,Neutral Score,News Organization,Positive Score,Tweet,Tweet Number
171,0.0,0.0,1.0,@CBS,0.0,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,71
172,0.6369,0.0,0.588,@CBS,0.412,RT @misschae: I love theatre so much. #TonyAwards,72
173,0.0,0.0,1.0,@CBS,0.0,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,73
174,0.6369,0.0,0.756,@CBS,0.244,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",74
175,0.8834,0.0,0.437,@CBS,0.563,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,75
176,0.6696,0.0,0.64,@CBS,0.36,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",76
177,0.0,0.0,1.0,@CBS,0.0,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,77
178,0.0,0.0,1.0,@CBS,0.0,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,78
179,0.0,0.0,1.0,@CBS,0.0,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,79
180,0.0,0.0,1.0,@CBS,0.0,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",80
181,0.4184,0.0,0.843,@CBS,0.157,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,81
182,0.5093,0.0,0.845,@CBS,0.155,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,82
183,0.0,0.0,1.0,@CBS,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,83
184,0.296,0.0,0.82,@CBS,0.18,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,84
185,0.0,0.0,1.0,@CBS,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,85
186,0.9078,0.0,0.564,@CBS,0.436,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",86
187,0.3612,0.0,0.872,@CBS,0.128,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",87
188,0.2732,0.105,0.719,@CBS,0.176,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,88
189,0.3595,0.0,0.872,@CBS,0.128,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",89
190,-0.4404,0.177,0.723,@CBS,0.1,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",90
191,0.4574,0.0,0.824,@CBS,0.176,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,91
192,0.5093,0.0,0.845,@CBS,0.155,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,92
193,0.0,0.0,1.0,@CBS,0.0,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",93
194,0.0,0.0,1.0,@CBS,0.0,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",94
195,-0.3903,0.131,0.807,@CBS,0.062,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",95
196,0.8442,0.0,0.664,@CBS,0.336,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,96
197,0.8932,0.0,0.545,@CBS,0.455,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",97
198,0.4926,0.0,0.849,@CBS,0.151,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",98
199,0.0,0.0,1.0,@CBS,0.0,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",99
200,0.0,0.0,1.0,@CNN,0.0,Watch these thrill-seekers take a 853-foot bungee jump off the world's highest glass-bottomed bridge… https://t.co/9lZtN0ybYN,0
201,0.0,0.0,1.0,@CNN,0.0,"Scientists have used in-vitro fertilization techniques to develop hybrid rhino embryos -- ""test-tube rhinos"" -- whi… https://t.co/DdmHrPTmh4",1
202,0.4215,0.0,0.798,@CNN,0.202,"83-year-old artist Christo has been creating conceptually challenging, and large-scale work since the late 1950s. N… https://t.co/o5oeHI6JWi",2
203,-0.9153,0.396,0.604,@CNN,0.0,"Iran executed eight men convicted of terrorism for last year's twin attacks that left 17 people dead in Tehran, sta… https://t.co/ZRe4IjsEKp",3
204,0.7003,0.0,0.734,@CNN,0.266,French President Emmanuel Macron has praised the skills of an 11-year-old Nigerian artist who drew a stunning portr… https://t.co/4hGAX3ranQ,4
205,0.0,0.0,1.0,@CNN,0.0,A police officer asked a 6-year-old girl in a wheelchair to dance. The internet swooned. https://t.co/lcjkyARb11 https://t.co/yQ28gzEOVN,5
206,0.0,0.0,1.0,@CNN,0.0,After thousands signed a petition to fly a giant balloon that caricatures President Trump as a baby during his visi… https://t.co/gzQqfXEnqJ,6
207,0.0,0.0,1.0,@CNN,0.0,"A woman's toenails fell off due to a fish pedicure she'd had months prior, according to a new report… https://t.co/StQBv9YHto",7
208,0.0,0.0,1.0,@CNN,0.0,Looking at buildings can actually give people headaches. Here's why https://t.co/l7LYGg7LpO VIA @CNNStyle https://t.co/fjhrScl4Wk,8
209,0.7096,0.0,0.718,@CNN,0.282,"Disney Imagineering has released video of ""Stuntronics"" — robots capable of performing impressive stunts at its the… https://t.co/hezrRVfsza",9
210,0.1761,0.117,0.736,@CNN,0.147,Xiaomi was once the world's most valuable startup. But escalating trade tensions might now stunt the Chinese smartp… https://t.co/pkhoGEAepH,10
211,0.0,0.0,1.0,@CNN,0.0,"This architecture practice has set its sights on building an inflatable, 30-ton disco ball in the Nevada desert for… https://t.co/2qAhl6MGXi",11
212,0.0,0.0,1.0,@CNN,0.0,Sesame Place is the first theme park to be designated as a Certified Autism Center. 80% of their staff has undergon… https://t.co/KQPjxB6Cet,12
213,0.128,0.0,0.914,@CNN,0.086,Watch Angelica Gonzalez-Garcia and her 8-year-old daughter reunite at Boston's Logan Airport in a CNN exclusive rep… https://t.co/KqOSgXle2O,13
214,-0.5859,0.232,0.634,@CNN,0.134,"These expert cave divers show the dangers of cave diving, and why untrained divers like the young boys trapped in a… https://t.co/hyWk0E5sTm",14
215,-0.7506,0.348,0.652,@CNN,0.0,Lions killed suspected rhino poachers who sneaked into a South African game reserve https://t.co/w49vJ0rRN5 https://t.co/51P6zfTY0s,15
216,-0.4404,0.221,0.653,@CNN,0.126,A 3-year-old cancer survivor served as a flower girl in her bone marrow donor's wedding https://t.co/lCbQcTTbYR https://t.co/ZuCeIf9QUz,16
217,0.4939,0.0,0.862,@CNN,0.138,"In honor of Subaru of America's 50th anniversary, we look back at the company's first model, the Subaru 360 — possi… https://t.co/F2FSb9wYlr",17
218,0.5719,0.087,0.684,@CNN,0.228,Tech billionaire Elon Musk is sending SpaceX and Boring Company engineers to Thailand to help aid the rescue of the… https://t.co/Tg0GRJKLWP,18
219,0.0,0.0,1.0,@CNN,0.0,A giant 'Trump Baby' balloon is set to be flown close to the UK Parliament during President Trump's upcoming visit… https://t.co/Tg92h6TdXH,19
220,-0.3818,0.233,0.647,@CNN,0.121,"Stephen Ditko, co-creator of Marvel Comics superheroes Spider-Man and Doctor Strange, has died at 90 years old. https://t.co/6MB7nvemUl",20
221,0.7003,0.087,0.633,@CNN,0.28,There may be a glimmer of hope in the fight to protect people from HIV-1.  A new vaccine appears to be safe and ind… https://t.co/k2J0O35Xhn,21
222,0.3736,0.095,0.749,@CNN,0.156,Which was your favorite piece of 2000's tech? Your flip phone? MP3 player? PDA? Fire up your blackberry and explore… https://t.co/dxpvswrbAa,22
223,-0.0772,0.084,0.843,@CNN,0.072,The top flutist at the Boston Symphony Orchestra is suing the group because she says she makes only 75% of what a m… https://t.co/9AqyaHFAFV,23
224,-0.7717,0.489,0.511,@CNN,0.0,How a trade war could turn into a recession https://t.co/03d7yPOMEX https://t.co/6xyAR2xBZJ,24
225,0.0,0.0,1.0,@CNN,0.0,"Mark Zuckerberg is now the third-richest person in the world, bumping Warren Buffett to fourth place… https://t.co/Ovmbupu4Dx",25
226,0.0,0.0,1.0,@CNN,0.0,"President Trump's Florida resort, Mar-a-Lago, has filed a request to the Department of Labor for 61 visas for forei… https://t.co/8wuphpD5Nu",26
227,0.4215,0.0,0.798,@CNN,0.202,A class of drugs found in flea medications for pets could help prevent infections in humans https://t.co/erD2oJYeXw https://t.co/JW274d9cn2,27
228,0.5719,0.087,0.684,@CNN,0.228,Tech billionaire Elon Musk is sending SpaceX and Boring Company engineers to Thailand to help aid the rescue of the… https://t.co/NHsMhBiwOr,28
229,-0.1027,0.08,0.92,@CNN,0.0,"With Puerto Rico still recovering from hurricanes Irma and Maria last year, cautious residents filled supermarkets… https://t.co/N9qXVdZAf6",29
230,0.0,0.0,1.0,@CNN,0.0,Former RNC finance chair's former mistress sues him and Stormy Daniels' lawyers https://t.co/NFqX7d3MW2 https://t.co/TFcwoAOG03,30
231,0.0,0.0,1.0,@CNN,0.0,It's been more than a week since a federal judge in California ordered the Trump administration to reunite the fami… https://t.co/SOqngJpJwR,31
232,0.4767,0.083,0.655,@CNN,0.262,"Trump's legal team demanded that before the President agrees to an interview, the special counsel's team must prove… https://t.co/T7x09MmuI7",32
233,0.0,0.0,1.0,@CNN,0.0,After thousands signed a petition to fly a giant balloon that caricatures President Trump as a baby during his visi… https://t.co/576K1JEqKB,33
234,0.5994,0.0,0.776,@CNN,0.224,"Two Boston Police Department officers sang a duet of ""God Bless America,"" and NYPD officers responded with some sin… https://t.co/unDSqh08Hb",34
235,0.2732,0.0,0.909,@CNN,0.091,"One of the energy companies that the new EPA head worked for as a lobbyist is seeking contracts from the agency, ra… https://t.co/XnyoxfqFEK",35
236,0.0,0.0,1.0,@CNN,0.0,OUT: Scott Pruitt. IN: Bill Shine | Analysis by @CillizzaCNN https://t.co/Wgr8JpJUWB https://t.co/x70bG5j6zU,36
237,0.1027,0.0,0.938,@CNN,0.062,"RT @AC360: ""It's a reality television show, inside of a soap opera, wrapped up in a thriller, and deep fried in some crazy,"" says @VanJones…",37
238,0.4019,0.0,0.856,@CNN,0.144,Special counsel prosecutors say a banker allegedly helped former Trump campaign chief Paul Manafort obtain loans wh… https://t.co/Au3LdmdLdL,38
239,0.0,0.0,1.0,@CNN,0.0,"Just days ahead of a deadline, the Trump administration said it may need more time to reunite some of the immigrant… https://t.co/EhPpHrYGY3",39
240,-0.7003,0.225,0.775,@CNN,0.0,"RT @AC360: ""Every American should be embarrassed by the level of incompetence that is being revealed through this process,"" says CNN's @ana…",40
241,-0.1779,0.217,0.632,@CNN,0.15,Bereaved mom and Democratic candidate Lucy McBath pushes gun control as she bids to win Georgia's 6th Congressional… https://t.co/7hkJKp6yQs,41
242,-0.0516,0.138,0.732,@CNN,0.13,"Whether trapped in a cave or held by the US, children need us to care | By Jill Filipovic via @CNNOpinion… https://t.co/Uy4ixyJtxr",42
243,0.0,0.0,1.0,@CNN,0.0,RT @AC360: CNN’s @JohnBerman: Where are the kids? The administration claimed they could find any child’s parents within a few keystrokes —…,43
244,0.2263,0.0,0.905,@CNN,0.095,"Washington put tariffs on $34 billion worth of Chinese goods on Friday, and Beijing immediately responded with pena… https://t.co/iC1LXyqk1K",44
245,0.7003,0.087,0.633,@CNN,0.28,There may be a glimmer of hope in the fight to protect people from HIV-1.  A new vaccine appears to be safe and ind… https://t.co/1GEKBm6kuS,45
246,0.0,0.0,1.0,@CNN,0.0,"RT @OutFrontCNN: ""I've literally never heard anyone talk the way Donald Trump does... don't slur your fellow Republicans... by saying that…",46
247,0.2732,0.0,0.89,@CNN,0.11,"British PM Theresa May and her government have agreed on a ""business-friendly"" plan for Brexit.

The proposal seeks… https://t.co/soqa3BY6Zb",47
248,0.1761,0.117,0.736,@CNN,0.147,Xiaomi was once the world's most valuable startup. But escalating trade tensions might now stunt the Chinese smartp… https://t.co/PdWb05TRec,48
249,-0.5267,0.145,0.855,@CNN,0.0,"A new accuser has come forward to say that he, too, was sexually assaulted by a doctor who treated Ohio State Unive… https://t.co/boe5HBsKKm",49
250,0.0,0.0,1.0,@CNN,0.0,"RT @OutFrontCNN: Calling it “cruel and immoral,” Republican Rep. Mike Coffman calls for an end to the policy that has resulted in the separ…",50
251,0.5719,0.0,0.844,@CNN,0.156,"“I don’t think either side wins in a trade war,” says former US Trade Representative Carla Hills, after the US and… https://t.co/d6C9dRweML",51
252,-0.0772,0.084,0.843,@CNN,0.072,The top flutist at the Boston Symphony Orchestra is suing the group because she says she makes only 75% of what a m… https://t.co/Zwu9D2yGxS,52
253,0.128,0.0,0.914,@CNN,0.086,Watch Angelica Gonzalez-Garcia and her 8-year-old daughter reunite at Boston's Logan Airport in a CNN exclusive rep… https://t.co/keWXXr4O1S,53
254,-0.5859,0.232,0.634,@CNN,0.134,"These expert cave divers show the dangers of cave diving, and why untrained divers like the young boys trapped in a… https://t.co/4LvGO4Jf2w",54
255,0.0772,0.097,0.793,@CNN,0.11,"""There are no words other than 'Thank you, God,' "" South Carolina state Rep. Katie Arrington said, speaking out for… https://t.co/M1Fll0N2EH",55
256,0.2023,0.0,0.904,@CNN,0.096,"Leandra English, a top Consumer Financial Protection Bureau official, is stepping down from the agency and ending a… https://t.co/fB3ifsAY6D",56
257,0.0,0.0,1.0,@CNN,0.0,35-year-old entrepreneur Chike Ukaegbu is running for president of Nigeria https://t.co/vqAqVNqtgA https://t.co/aAiNXo0XjJ,57
258,-0.7003,0.266,0.734,@CNN,0.0,Democratic lawmakers tweeted harsh criticism of a call with Health and Human Services Secretary Alex Azar that was… https://t.co/4lmRRuOkkE,58
259,0.0772,0.0,0.936,@CNN,0.064,"RT @CNNSitRoom: “Why can’t the administration meet these court ordered deadlines to reunite families?” 

Jim @acosta challenges GOP Rep. Lo…",59
260,-0.6597,0.188,0.812,@CNN,0.0,"A blistering heat swept through parts of Canada this week, killing 54 people in the province of Quebec, according t… https://t.co/S61zM5ozM0",60
261,0.0,0.0,1.0,@CNN,0.0,"Move over, Warren Buffett: Mark Zuckerberg is now the third-richest person in the world. https://t.co/1eNhgNbWtI https://t.co/2dx4cfNaqu",61
262,0.4939,0.0,0.862,@CNN,0.138,"In honor of Subaru of America's 50th anniversary, we look back at the company's first model, the Subaru 360 — possi… https://t.co/gtIERxeRnE",62
263,-0.5606,0.188,0.812,@CNN,0.0,Paul Manafort does not want to visit court until his Virginia criminal trial and waived his right to appear in cour… https://t.co/Cm5vsAgaJt,63
264,0.7579,0.0,0.651,@CNN,0.349,"An agreement reached Friday may offer a glimmer of hope in a fast-deteriorating situation in southwestern Syria, wh… https://t.co/MWMDt6QjDn",64
265,0.0,0.0,1.0,@CNN,0.0,"The US-China tariffs have gone into effect, and 1,300 goods are suddenly more expensive than they were yesterday. C… https://t.co/lj7yvorDYw",65
266,-0.5106,0.142,0.858,@CNN,0.0,"RT @CNNSitRoom: Immigrant families ""became political bargaining chips in this issue of immigration that we as a country have failed to solv…",66
267,-0.5267,0.159,0.841,@CNN,0.0,Thai officials ruled out any immediate attempts to evacuate 12 football players and their coach trapped deep inside… https://t.co/hgZty2UfSG,67
268,-0.7096,0.258,0.742,@CNN,0.0,A Democrat from Wisconsin running to replace House Speaker Paul Ryan in Congress was arrested and pleaded guilty to… https://t.co/rPkMDDSfnQ,68
269,0.2263,0.0,0.924,@CNN,0.076,RT @CNNSitRoom: “We should abolish the policies that allow ICE to go into communities and tear apart families ... We should abolish the per…,69
270,0.0,0.0,1.0,@CNN,0.0,Judge orders the Trump administration to turn over a list of all the children under the age of 5 it believes are in… https://t.co/9OUdKVAk2h,70
271,-0.6369,0.206,0.794,@CNN,0.0,“It is serious and it is going to get worse.”: @richardquest on potential effects of the trade war between the Unit… https://t.co/GVxaSbgrd8,71
272,0.0,0.0,1.0,@CNN,0.0,"RT @CNNMoney: The US-China tariffs have gone into effect, and 1,300 goods are suddenly more expensive than they were yesterday. China has a…",72
273,-0.5574,0.194,0.806,@CNN,0.0,"At least 1 person has died as a result of a wildfire in Northern California, officials say https://t.co/fjacGmlAcM https://t.co/RzlKCIFlHs",73
274,-0.1263,0.14,0.738,@CNN,0.122,"RT @TheLeadCNN: Congressman and former Navy SEAL Scott Taylor says we're talking about ""very bad options all around"" with the rescue missio…",74
275,0.0,0.0,1.0,@CNN,0.0,Sesame Place is the first theme park to be designated as a Certified Autism Center. 80% of their staff has undergon… https://t.co/ljBdfxA1BW,75
276,-0.4019,0.217,0.632,@CNN,0.15,A common drug used to control blood pressure and help prevent heart failure is being recalled in 22 countries becau… https://t.co/xSWB9putPY,76
277,-0.6908,0.222,0.778,@CNN,0.0,"The US economy added 213,000 jobs in June. Unemployment ticked up to 4% — the first time in almost a year that the… https://t.co/iZ1v9hSAFi",77
278,-0.2732,0.11,0.89,@CNN,0.0,Charges have been filed against the driver of a tractor-trailer that collided with a bus carrying members of a Cana… https://t.co/YKj7Awc4BA,78
279,0.4588,0.0,0.88,@CNN,0.12,"RT @CNNnewsroom: ""I'm just glad that they invented Spanx in the 2000s."" @MrsSOsbourne reflects on her role in ""The Osbournes"" and her favor…",79
280,0.4215,0.0,0.865,@CNN,0.135,12 medicines have been recalled in the United States by Sandoz Inc. and its affiliate Novartis Pharmaceuticals Corp… https://t.co/8geKMy5N2V,80
281,-0.6705,0.241,0.635,@CNN,0.124,"RT @CNNnewsroom: ""As long as you keep on fighting, eventually, the truth will come out"" - Jerome Johnson, cleared of murder after 30 years…",81
282,0.3818,0.0,0.88,@CNN,0.12,"Last year, she gave birth while addicted to opioids. Since then, she's made a stunning turnaround, as the police of… https://t.co/1WCv7UcaVr",82
283,0.3182,0.121,0.698,@CNN,0.181,"Five-time champion Brazil crashed out of the #WorldCup, losing 2-1 to Belgium in an enthralling quarterfinal… https://t.co/odWTFDw1ZO",83
284,0.4215,0.0,0.843,@CNN,0.157,"Marvel caps off its biggest box office year ever with ""Ant-Man and the Wasp"" https://t.co/8rUHY7eAO5 https://t.co/u9NaOGim63",84
285,0.0258,0.155,0.614,@CNN,0.231,"RT @CNNMoney: Stocks finish higher after jobs report shows solid employment gains but disappointing wage growth. Dow closes up 100 points,…",85
286,0.6124,0.0,0.84,@CNN,0.16,"RT @CNNnewsroom: ""Scott Pruitt, according to Donald Trump, was doing an outstanding job. Of course, what Scott Pruitt was doing was detrime…",86
287,0.0,0.0,1.0,@CNN,0.0,After thousands signed a petition to fly a giant balloon that caricatures President Trump as a baby during his visi… https://t.co/9VTLbsXlNP,87
288,0.0,0.0,1.0,@CNN,0.0,"RT @CNNnewsroom: Factoring in weather conditions, meteorologist @JenniferGrayCNN says ""it is going to be a race against time"" for Thai resc…",88
289,-0.5994,0.196,0.804,@CNN,0.0,Donald Trump's war on the alphabet of international order | Analysis by CNN's Z. Byron Wolf https://t.co/3glsmZFkre https://t.co/IzP1xt5TCi,89
290,-0.4588,0.143,0.857,@CNN,0.0,A man involved in the beating of a mentally disabled Chicago man that was streamed on Facebook Live pleaded guilty… https://t.co/0KrCW6VJjx,90
291,-0.8655,0.451,0.549,@CNN,0.0,"""America's collective inability to confront anti-black racism makes us especially vulnerable online to the very for… https://t.co/ShVRvnitXF",91
292,-0.4215,0.167,0.833,@CNN,0.0,"Anne Frank's family tried in vain to flee to the US, historians say https://t.co/JqWu24Bhji https://t.co/dLQIHadmW1",92
293,0.3182,0.127,0.683,@CNN,0.19,Five-time champion Venus Williams became the latest big name to be upset at #Wimbledon https://t.co/TTpix5z0R9 https://t.co/T5mNMZoxI5,93
294,0.128,0.0,0.93,@CNN,0.07,Several people with ties to former President George H.W. Bush jumped to his defense in light of President Trump's s… https://t.co/26AwLdT6e7,94
295,-0.0772,0.13,0.753,@CNN,0.117,A nun and another employee at a Mother Theresa charity home in the Indian state of Jharkhand have been arrested for… https://t.co/9hSIsBfEH4,95
296,0.5106,0.0,0.852,@CNN,0.148,"Oxygen levels have plummeted in the cave where 12 boys and their coach are awaiting rescue, a Thai official says… https://t.co/SBGSdi9Qwb",96
297,0.0,0.0,1.0,@CNN,0.0,"RT @CNNnewsroom: “Staying down below with depleted oxygen, that’s not an option now really, they have to come out,” CNN’s Jonathan Miller e…",97
298,0.128,0.0,0.914,@CNN,0.086,Watch Angelica Gonzalez-Garcia and her 8-year-old daughter reunite at Boston's Logan Airport in a CNN exclusive rep… https://t.co/3lh9DOEnja,98
299,0.5719,0.087,0.684,@CNN,0.228,Tech billionaire Elon Musk is sending SpaceX and Boring Company engineers to Thailand to help aid the rescue of the… https://t.co/9cguI9qrxQ,99
300,0.5574,0.0,0.841,@FoxNews,0.159,"Colin Reed: ""The issue of the Supreme Court is an issue that unites Republicans and it divides Democrats."" #TheStory https://t.co/zYvP7BM03W",0
301,-0.3612,0.257,0.591,@FoxNews,0.152,.@lizpeek: Democrats are furious about Trump and the Supreme Court – They have only Obama to blame   https://t.co/lvIw0GMTtM,1
302,0.0,0.0,1.0,@FoxNews,0.0,".@Jim_Jordan: ""The same law firm that can find an ex British spy to put together a dossier to go after President… https://t.co/V5zZovxiV8",2
303,0.4019,0.0,0.722,@FoxNews,0.278,Seized by @ICEgov special agents in 2017. https://t.co/0ZjS6vJOV7,3
304,0.6113,0.0,0.75,@FoxNews,0.25,Oprah Winfrey Googled herself for the first time: 'I am so impressed'  https://t.co/BnUUMkYKBM,4
305,-0.1139,0.182,0.818,@FoxNews,0.0,".@kayleighmcenany: ""The American people do not want open borders. They want safety."" https://t.co/Iyt1lFmlvI",5
306,0.4939,0.0,0.758,@FoxNews,0.242,".@bevhallberg: ""[@POTUS] does have pretty high poll ratings right now."" https://t.co/XigGt6En75",6
307,0.7906,0.0,0.682,@FoxNews,0.318,".@susanferrechio on @POTUS picking a new Supreme Court justice: ""Neil Gorsuch was confirmed with three Democrats. I… https://t.co/4wC5WYMZNX",7
308,0.1139,0.0,0.922,@FoxNews,0.078,SUNDAY: Don't miss U.S. Ambassador to NATO @kaybaileyhutch on @FoxNewsSunday. Check your local listings and tune in… https://t.co/eKD4ps7lOJ,8
309,0.5719,0.0,0.684,@FoxNews,0.316,President @realDonaldTrump celebrated the June jobs report. https://t.co/V06exUtrpc https://t.co/pxoDYHABRp,9
310,0.0,0.0,1.0,@FoxNews,0.0,".@POTUS: ""I'm going to get one of those little kits and in the middle of the debate when [@SenWarren] proclaims tha… https://t.co/wsX6oomOHY",10
311,0.5719,0.0,0.684,@FoxNews,0.316,"Yesterday, @IvankaTrump celebrated the June jobs report. https://t.co/V06exUbQxE https://t.co/dgM6knKSjy",11
312,-0.2732,0.121,0.807,@FoxNews,0.072,".@MZHemingway on trade tensions with China: ""What's challenging for @POTUS is that he's not just trying to take on… https://t.co/GW6BoNhvcv",12
313,-0.743,0.344,0.656,@FoxNews,0.0,Chicago ringleader of Facebook Live beating of disabled teen gets 8 years in prison https://t.co/vdh788raLc,13
314,0.0,0.0,1.0,@FoxNews,0.0,".@adrienneelrod: ""Everybody on that list of 25 people that has been floating around the last few weeks, all of them… https://t.co/QKiz2ds3QN",14
315,0.4019,0.0,0.816,@FoxNews,0.184,.@RealCandaceO: There Will Be a 'Major Black Exit' From the Democratic Party https://t.co/4Ql6UXsyiw https://t.co/7Y710XGuA8,15
316,0.5574,0.0,0.796,@FoxNews,0.204,".@MrColionNoir: ""There's been this identity politics where if you fit a certain group, you sit in this box and this… https://t.co/HYmzgbkwbb",16
317,0.0,0.0,1.0,@FoxNews,0.0,"On Twitter, President @realDonaldTrump explained why he thinks Americans shouldn't vote Democrat in 2018.… https://t.co/rGBuO1PMZJ",17
318,0.0,0.0,1.0,@FoxNews,0.0,.@NancyPelosi responds to Scott Pruitt leaving the EPA. https://t.co/g0917HaTMK,18
319,-0.6705,0.297,0.703,@FoxNews,0.0,Three social media stars die after falling 100 feet over waterfall while hiking: police  https://t.co/YMpcNqs8wW,19
320,0.4588,0.0,0.812,@FoxNews,0.188,Couple takes Waffle House-themed wedding portraits after posing for Waffle House engagement pics  https://t.co/Yh567ys1Xq,20
321,0.0,0.0,1.0,@FoxNews,0.0,".@repdianeblack: ""Now job creators are looking for more employees."" https://t.co/QrCcm1uAPY",21
322,0.2023,0.0,0.87,@FoxNews,0.13,".@davidwebbshow: ""@TheDemocrats are playing hardball because they're driving to their base."" #Outnumbered https://t.co/8JlJxYeal6",22
323,0.0,0.0,1.0,@FoxNews,0.0,Pompeo reportedly gives Kim Jong Un an Elton John 'Rocket Man' CD at Trump's request  https://t.co/fmlk1Jx2q9,23
324,-0.7096,0.409,0.444,@FoxNews,0.147,".@DavidAsmanfox: ""China lies. They steal. They steal our intellectual property. And they cheat."" https://t.co/vKVlT1uKG6",24
325,0.0,0.0,1.0,@FoxNews,0.0,Poll: @POTUS's handling of immigration. https://t.co/U2AHOTTjRL,25
326,0.0,0.0,1.0,@FoxNews,0.0,".@SenWarren hits back at President @realDonaldTrump after he once again called her ""Pocahontas"" and said that he wo… https://t.co/Zoagxv36Hk",26
327,-0.296,0.18,0.82,@FoxNews,0.0,Liberal states impose new individual mandate ahead of ObamaCare rollback https://t.co/HPPwtmA5h1,27
328,-0.1139,0.182,0.818,@FoxNews,0.0,".@kayleighmcenany: ""The American people do not want open borders. They want safety."" https://t.co/vCaaPSswfg",28
329,0.6249,0.0,0.594,@FoxNews,0.406,".@KristinaParts: ""A great report."" #jobsreport https://t.co/V06exUbQxE https://t.co/8MU2HRvu2V",29
330,-0.875,0.44,0.56,@FoxNews,0.0,Rep. Jason Lewis: Violent political threats are serious and starting to spin out dangerously out of control  https://t.co/TSYCBu4scT,30
331,-0.6486,0.346,0.654,@FoxNews,0.0,Man accused of tossing drink at pro-Trump teen inside Whataburger arrested https://t.co/zL4dc9octs,31
332,-0.6597,0.353,0.526,@FoxNews,0.121,Border Patrol rescues 64 illegal immigrants inside tractor trailers; 9 US citizens arrested  https://t.co/oft5xs3Tfq,32
333,-0.0516,0.19,0.635,@FoxNews,0.175,.@toddstarnes: Pastor under fire for high school football devotional  https://t.co/Dw1atEN5g2,33
334,0.0,0.0,1.0,@FoxNews,0.0,Beryl becomes first named Atlantic hurricane of 2018 https://t.co/PbqqUnjhtU,34
335,0.0,0.0,1.0,@FoxNews,0.0,"RT @FoxNewsResearch: June 30 - July 6
—Week in Numb3rs—

3rd → Trip to North Korea for Pompeo

74 → Hot dogs eaten by Joey Chestnut

242nd…",35
336,-0.6249,0.212,0.788,@FoxNews,0.0,"RT @FoxNewsResearch: Longest stretches of 5% unemployment or lower since 1970:

→ May 1997 – Sept 2001: 53 months

→ Sept 2015 – Present: 3…",36
